Serial Number,Company Name,Employee Markme,Description,Leave
15185,LINQ Software,Ossie,bki,7
15186,Logistix Solutions,Lillian,thecloroxcompany,6
15187,lvl Analytics,Emmie,www.lendup,6
15188,Koya Medical,Dessie,www.boxbot,0
15189,Grasshopper Kiosks,Alfred,chargehound,2
15190,Cloudstead,Abbie,sparkart,2
15191,Shared Process Ecosystems,Ernest,yarden.garden,3
15192,Wipro,Emmett,postly,1
15193,PANDORA MEDIA INC.,Harvey,ceresimaging,1
15194,Better Mortgage,Ralph,www.neyborly,2
15195,JCP,Vishwa,World IT,6
15196,Broadly,Mamie,lvlanalytics,8
15197,Google,Green,allganize,5
15198,Simple Dynamics,Marion,riffyn,7
15199,Fivetran,Dinesh David,fieldphone,5
15200,Sependa,Mabel,better,1
15201,Ceres Imaging,Mamie,envisionmobile,2
15202,MCT CO,Laura,World IT,4
15203,Breezy,Isaac,qwasar,4
15204,Field Phone,Moses,roofstock,0
15205,LINQ Software,Ernest,World IT,7
15206,Customer Lobby,Rachel,sependa,9
15207,Zorroa,PAUL,everlaw,0
15208,lvl Analytics,Anne,www.askmediagroup,3
15209,Capology,Dovie,99designs,9
15210,Momentum,Davin,relasosales-crm,5
15211,Hingeto,Myrtis,tequitable,4
15212,Chemistry,Lorraine,iogenesys,0
15213,Revitalize Venture Studio,Jim Andrson,powerhouse.fund,3
15214,Postly,KELLY,trychemistry,1
15215,Unagi Scooters,Porter,joro,4
15216,HCL,Lillian,meruscase,8
15217,Better Mortgage,Estella,lvlanalytics,0
15218,Flipcause,James,dailykos,0
15219,Revitalize Venture Studio,Lorraine,IT Company,9
15220,q{Dev} LLC,Warhol,squadcast.fm,6
15221,Walmart,Pearlie,liferaft,8
15222,Flexi Network,Goldie,britehub,6
15223,Vivun,Abbie,candlecrm,4
15224,Glancepoint,Bettie,www.neyborly,3
15225,iO Genesys Inc.,Joe,flipcause,7
15226,Design Action Collective,Alma,www.boxbot,9
15227,Airquest,Myrtie,radicaldesigns,9
15228,Daily Kos,Hollis,rxredefined,8
15229,Grasshopper Kiosks,Luke,meruscase,3
15230,CISCO,Dessie,www.beezwax,0
15231,Breezy,Richard,broadly,5
15232,Big Run Studios,Dennis,divineinterventures,9
15233,Idea Builder,Maud,lucidconnects,7
15234,Wipro,Gerald,comfyapp,8
15235,ExaVault,Moses,stealthy,6
15236,Frontleaf,Annie,gravitational,0
15237,Renew Financial,Hettie,polysign,6
15238,Quosap,Myrtle,locuslabs,0
15239,GE,Clyde,servant,9
15240,Simple Dynamics,Sidney,sub4.me,8
15241,Stealthy IM,Harvey,meruscase,2
15242,Ceres Imaging,Abbie,www.beezwax,2
15243,Core Loop Games,Jeanette,next,3
15244,productboard,Dessie,iogenesys,8
15245,GE,Josie,skillprint,2
15246,Riffyn,Pinkie,moonshotbrands,1
15247,Flipcause,Sidney,pogofin,6
15248,Allganize,Julius,skyloom,0
15249,Schoolzilla,William,spinwheel,2
15250,MCT CO,PAUL,unagiscooters,4
15251,lloyds,Era,mbg,4
15252,Qwasar Silicon valley,Jimmy,www.kaporcenter,4
15253,Powerhouse,Leslie,thecloroxcompany,6
15254,Flexi Network,Lucinda,metritech,1
15255,Pogo Financial,Warhol,kato,2
15256,SwingSearch,Jimmy,lunaimaging,2
15257,Kapor Center for Social Impact,Green,frontleaf,8
15258,Luna Information Systems,Jim Andrson,britehub,9
15259,OPAL QUALITY SYSTEM MGMT.,Jim Andrson,simpledynamics,4
15260,LINQ Software,Richard,meruscase,0
15261,MMWD,Rebecca,meruscase,2
15262,99designs,Estella,yarden.garden,3
15263,Shiru,Dinesh David,lunaimaging,9
15264,Chemistry,Katie,kalabox.kalamuna,8
15265,Vertosa,Clarence,cloudstead,8
15266,Riffyn,Alfred,guideapp,6
15267,Next Tech,Dinesh David,cintric,1
15268,Beezwax,Myrtie,ideabuilder,0
15269,The Hood Incubator,Lillian,kickstartcoding,0
15270,Next Tech,Anne,qdev,6
15271,Marqeta,Trudie,vidado,2
15272,Sependa,Gordon,comfyapp,8
15273,Field Phone,Maud,appsmyth,8
15274,LINQ Software,Tommy,kbcstaffing,3
15275,Storyteller,Gordon,radicaldesigns,1
15276,Radical Designs,Iona,grasshopperkiosks,2
15277,SquadCast.fm,Estella,techliminal,3
15278,Joro,RON,squadcast.fm,5
15279,Customer Lobby,Clyde,rxredefined,5
15280,Proxifile,Hanary,legalpassage,0
15281,Core Loop Games,Clyde,www.trellisgrows,7
15282,SquadCast.fm,Sarah,productboard,9
15283,Gravitational,Glennie,everlaw,2
15284,BKI Software Solutions,Leslie,dailykos,4
15285,Walmart,Era,choosefluid,4
15286,MetriTech,Joe,shiru,4
15287,Outlier,Dinesh David,ratecred,5
15288,Gateway Incubator,Vinnie,qwasar,7
15289,Shell,PETER,IT Challange,3
15290,Enwoven,David,moonshotbrands,5
15291,BuildSite,Nellie,babylist,6
15292,The institute of research and ethics in technology,Robert,liferaft,0
15293,OPAL QUALITY SYSTEM MGMT.,Laura,frontleaf,2
15294,Better Mortgage,Thelma,poweredbypennies,4
15295,Liferaft,William,sparkart,4
15296,lloyds,Myrtis,squadcast.fm,0
15297,Broadly,Lenora,nana academy,4
15298,Microsoft,Wilson,trychemistry,9
15299,Quosap,Julius,exavault,0
15300,Vi Bryant,Josie,broadly,9
15301,GE,Goldie,cloudstead,6
15302,Skillprint,Vishwa,www.kaporcenter,8
15303,Qwasar Silicon valley,Dave,dailykos,0
15304,Spinwheel,Robert,dialed.space/works,4
15305,LendUp,Pearlie,cintric,4
15306,Comfy,Jeanette,vertosa,2
15307,Flo AI,Aline,Information Technology,3
15308,Ceres Imaging,Lassie,cashbet,7
15309,Babylist,Mabel,kalabox.kalamuna,3
15310,JCP,Clarence,joro,2
15311,Spinwheel,Julius,dailykos,9
15312,Huue,Corine,www.kaporcenter,3
15313,Accenture,Sidney,unionforce,5
15314,Oyster,Roshan,kickstartcoding,5
15315,npm,Wilson,locuslabs,5
15316,Next Tech,Tressie,joinbloommunity,8
15317,Teech Mahindra,Hollis,chargehound,0
15318,Marqeta,Thelma,qwasar,7
15319,Sependa,Ralph,givemomentum,7
15320,Outlier,Hanary,britehub,2
15321,amazon,Annie,next,4
15322,Skillprint,Dennis,joro,2
15323,TargetX,Nelson,guideapp,5
15324,TCS,Elsie,cadency,7
15325,The institute of research and ethics in technology,David,saferize,3
15326,Apple,Robert,gravitational,6
15327,Servant,Rachel,dialed.space/works,8
15328,GE,Ossie,polysign,4
15329,DeepMedia AI,Jean,capology,0
15330,Chemistry,Gordon,snapstrat,4
15331,21Tech,Ira,marqeta,0
15332,Glassbreakers,Trudie,gravitational,5
15333,productboard,Gerald,skyloom,2
15334,Cloudstead,Linnie,gravitational,3
15335,Turnitin,Dessie,unagiscooters,6
15336,Simple But Needed Inc.,Era,xqmsg,5
15337,Allganize,PAUL,poweredbypennies,7
15338,Binti,Luke,Information Technology,4
15339,lloyds,Evelyn,www.npmjs,5
15340,Teech Mahindra,Estella,FOUNDATION,1
15341,Trace Data,Leslie,polysign,8
15342,Riffyn,Clarence,servant,1
15343,KindWhale,Annie,servant,4
15344,Marqeta,Annie,britehub,6
15345,Zonetap,Leslie,dailykos,5
15346,21Tech,David,servant,2
15347,Omicia,Jimmy,tinctoriumbio,0
15348,Zonetap,Liza,koyamedical,9
15349,Microsoft,Ossie,tooledesign,7
15350,MetriTech,Lenora,zonetap,9
15351,Oracle,Clarence,unagiscooters,5
15352,NOKIA,Matrina,www.boxbot,4
15353,Accenture,Jimmy,relasosales-crm,2
15354,EFoundry Consulting,Leslie,glancepoint,7
15355,Skilltapp Inc.,Sarah,legalpassage,1
15356,ShopPad,Emmitt,skyloom,0
15357,BuildSite,Cleo,thecloroxcompany,6
15358,SquadCast.fm,Estella,mbg,5
15359,swiss,Rosie,propellerlabs,4
15360,Vi Bryant,Lenora,deferpanic,7
15361,Qwasar Silicon valley,Gerald,joinbloommunity,9
15362,Servant,Rebecca,xqmsg,8
15363,Nearby,Dinesh David,cloudstead,6
15364,productboard,Trudie,www.neyborly,9
15365,Shell,Mamie,even,9
15366,Storyteller,Green,angelloop,0
15367,Vertosa,Clarence, IT HUB,2
15368,Yunit,Willie,bki,2
15369,Abstract,Dave,comfyapp,0
15370,Litterati,Sarah,broadly,7
15371,Marqeta,Tommy,buildsite,4
15372,Sependa,Fannie,saferize,0
15373,ShopPad,Annie,radicaldesigns,4
15374,Skilltapp Inc.,Dave,oystersoft,5
15375,Comfy,Exie,locuslabs,9
15376,Kaiser Permanente,Dennis,mct,0
15377,Babylist,Anne,xqmsg,9
15378,Trellis,Lenora,vsco,9
15379,Mailchimp,Tressie, IT HUB,2
15380,q{Dev} LLC,Pearlie,saferize,6
15381,MetriTech,Gennie,swig,0
15382,Design Action Collective,Myrtle,efoundryconsulting,6
15383,Omicia,Aline,flypyka,7
15384,Ask Media Group,Jeanette,FOUNDATION,7
15385,BKI Software Solutions,Ira,exavault,5
15386,Parsley Software,Goldie,britehub,7
15387,Afriex,Ray,mailchimp,9
15388,VSCO,Laura,vertosa,8
15389,Cloudstead,Olanga,fcsi,1
15390,Simple Dynamics,Luke,lunaimaging,4
15391,Hingeto,Emmitt,next,8
15392,Capology,Cleo,fotonotes,2
15393,Zensar,Louis,gravitational,4
15394,Legal Passage,Lillian,www.trellisgrows,8
15395,Marqeta,Nellie,bki,9
15396,Capology,Trudie,iogenesys,1
15397,SnapStrat Inc.,Maud,qwasar,3
15398,SnapStrat Inc.,Katie,cintric,4
15399,Customer Lobby,Luke,flipcause,4
15400,Daily Kos,Emmitt,specosystems,8
15401,SnapStrat Inc.,Anne,fotonotes,6
15402,SwingSearch,Glennie,logistixsolutions,8
15403,Powered by Pennies,Barbara,mailchimp,9
15404,Vertosa,William,specosystems,1
15405,Samsung,Ralph,postly,2
15406,Yunit,PAUL,www.neyborly,7
15407,Kato,Ira,aerialspac.es,9
15408,99designs,Margie,zorroa,5
15409,Infosys,Myrtle,ratecred,9
15410,Comcate,Ralph,www.npmjs,5
15411,JCP,Hollis,kaiserpermanente,8
15412,yozio,Olanga,everlaw,2
15413,AppSmyth Inc.,Gordon,better,4
15414,Chargehound,Nellie,thecloroxcompany,8
15415,iO Genesys Inc.,Dessie,skyloom,9
15416,OPAL QUALITY SYSTEM MGMT.,Lenora,Information Technology,2
15417,Propeller Labs,Gordon,axiomcloud,8
15418,Axiom Cloud,Fannie,afriexapp,9
15419,Rx Redefined,Ernest,IT Challange,2
15420,Vi Bryant,Thelma,illuminate,5
15421,Unagi Scooters,Leslie,www.boxbot,0
15422,Kapor Center for Social Impact,Hettie,liferaft,1
15423,cizna,Bettie,mmwd,3
15424,swiss,Rosie,viable.fit,4
15425,Google,Rosie,simpledynamics,1
15426,Roofstock,Iona, IT HUB,9
15427,SWIG,Willie,taote.shop,7
15428,Omicia,King,kickstartcoding,0
15429,ExaVault,Leslie,deferpanic,7
15430,Wipro,Hettie,flipcause,6
15431,Mynd,Wilson,cloudstead,7
15432,Skyloom Global,Lenora,iogenesys,8
15433,Proxifile,Willie,www.npmjs,4
15434,Comfy,Ellen,coreloop,3
15435,PolySign,Lenora,coreloop,5
15436,SWIG,Ralph,World IT,5
15437,Shared Process Ecosystems,Jeanette,Technology,8
15438,Field Phone,Maud,www.kaporcenter,2
15439,Kaiser Permanente,Jimmy,World IT,7
15440,Dotshop,Edward,unchainedlogistics,6
15441,Manifold,Lillian,marqeta,2
15442,DeepMedia AI,Myrtie,givemomentum,3
15443,Skillprint,Vishwa,www.gtwy,6
15444,amazon,Wilson,IT Challange,8
15445,MCT CO,Gerald,pogofin,4
15446,Big Run Studios,Dinesh David,afriexapp,4
15447,Skilltapp Inc.,Gennie,mayvenn,0
15448,Mphasis,Jim Andrson,chargehound,8
15449,Zorroa,Nelson,cintric,7
15450,Etracker,Adolphus,stealthy,0
15451,Skilltapp Inc.,Evelyn,frontleaf,7
15452,BuildSite,Green,rxredefined,4
15453,Flipcause,Rubie,squadcast.fm,8
15454,Enwoven,Hanary,manifold,1
15455,EFoundry Consulting,Simon,IT Challange,3
15456,Customer Lobby,David,next,0
15457,Gateway Incubator,Thelma,theshoppad,4
15458,Core Loop Games,Joe,coreloop,3
15459,Angeloop Inc,Joe,yarden.garden,0
15460,Gravitational,Linnie,servant,0
15461,Babylist,Barbara,propellerlabs,5
15462,Riffyn,Edna,candlecrm,8
15463,Zensar,Joe,yozio,7
15464,LendUp,Emmett,squadcast.fm,5
15465,Radical Designs,Dave,mct,9
15466,npm,Rubie,spinwheel,3
15467,Glancepoint,King,babylist,4
15468,npm,Mabel,manifold,3
15469,Capology,Estella,opalqsm,2
15470,TCS,Glennie,fieldphone,3
15471,PolySign,Glennie,99designs,6
15472,Illuminate Ventures,Emmitt,dialed.space/works,5
15473,Oracle,Josie,rxredefined,6
15474,Better Mortgage,Anne,relasosales-crm,1
15475,AppSmyth Inc.,Lucinda,broadly,9
15476,Vidado,Sidney,tequitable,9
15477,Cintric,Trudie,sub4.me,5
15478,Cadency,Luke,taote.shop,4
15479,Airquest,Rubie,proxifile,3
15480,BuildSite,Exie,productboard,0
15481,Zonetap,Jimmy,skilltapp,1
15482,TargetX,Mabel,deepmedia,7
15483,Hingeto,Marion,everlaw,3
15484,SPARKART GROUP INC,Jimmy,www.hoodincubator,5
15485,LAVA,Green,squadcast.fm,8
15486,Gazprom,Barbara,Information Technology,0
15487,yozio,Fannie,FOUNDATION,9
15488,Mayvenn,Joe,legalpassage,1
15489,Mosaic,Myrtle,manifold,4
15490,Omicia,Thelma,qdev,1
15491,Unagi Scooters,Myrtis,www.hoodincubator,3
15492,NanoVMs Inc,Jimmy,frontleaf,8
15493,Next Tech,Rubie,www.kaporcenter,6
15494,Sun Microsystem,Dinesh David,unchainedlogistics,4
15495,Stockwell Inc.,Corine, IT HUB,6
15496,Manhattan,Lillian,tooledesign,1
15497,Big Run Studios,Estella,flo-ai,2
15498,ShopPad,William,launchdarkly,0
15499,Lucid,Goldie,lunaimaging,3
15500,CISCO,Rebecca,theshoppad,6
15501,TargetX,Ellen,mailchimp,9
15502,npm,Sarah,givemomentum,1
15503,Skilltapp Inc.,Matrina,powerhouse.fund,9
15504,Glancepoint,Porter,fieldphone,1
15505,Even,Robert,ratecred,9
15506,Frontleaf,David,oystersoft,0
15507,Logistix Solutions,Thelma,qdev,9
15508,Stealthy IM,Annie,manifold,4
15509,Oyster,Matrina,montclairadvisors,3
15510,SUB4ME INC,Rebecca,pineparkhealth,4
15511,Joro,Alma,getthru,5
15512,Comcate,Clarence,cadency,8
15513,TradeLanes,Aline,flo-ai,0
15514,Baowu,Hettie,litterati,5
15515,Everlaw,Ray,quosap,5
15516,Unionforce,Green,spinwheel,7
15517,Trellis,Adolphus,meruscase,3
15518,Simple But Needed Inc.,Rosie,squadcast.fm,5
15519,SPARKART GROUP INC,Margie,bedrockanalytics,9
15520,iO Genesys Inc.,Matrina,air-quest,6
15521,Vi Bryant,Jean,kalabox.kalamuna,3
15522,Rx Redefined,Elsie,vidado,9
15523,Radical Designs,PETER,swingtalent,6
15524,Resolve,Iona,99designs,2
15525,Saferize,Elsie,www.neyborly,6
15526,Frontleaf,Lassie,vibryant,1
15527,Viable Fit,King,comcate,1
15528,Kaiser Permanente,Matrina,gravitational,4
15529,SwingSearch,Dovie,revitalizeventures,0
15530,DeepMedia AI,Josie,proxifile,9
15531,Sependa,Alma,zorroa,6
15532,Comfy,Alfred,grasshopperkiosks,7
15533,Manhattan,Davin,IT Company,5
15534,Turnitin,David,mynd,1
15535,Cintric,Dinesh David,hayden,5
15536,amazon,Edward,radicaldesigns,6
15537,Saferize,Marion,simpledynamics,2
15538,Angeloop Inc,Ray,qdev,6
15539,Kalabox,Rosie,next,5
15540,Moonshot Brands,RON,deferpanic,6
15541,LINQ Software,Linnie,www.askmediagroup,4
15542,Gazprom,Gordon,riffyn,1
15543,Cloudstead,RON,kickstartcoding,6
15544,Yunit,Clarence,frontleaf,3
15545,Skyloom Global,David,skyloom,3
15546,Marqeta,Ira,trychemistry,9
15547,Broadly,Barbara,tequitable,2
15548,Unionforce,Sachin,mynd,7
15549,Rx Redefined,Cleo,lunaimaging,2
15550,Momentum,Lorraine,bedrockanalytics,4
15551,Broadly,Ellen,www.kaporcenter,2
15552,productboard,Dinesh David,snapstrat,2
15553,PANDORA MEDIA INC.,Corine,vivun,1
15554,Comfy,Sachin,cashbet,0
15555,amazon,Roshan,flo-ai,3
15556,Cintric,Julius,manifold,5
15557,Manifold,Aline,joro,5
15558,Palo Colorado Software.,Fannie,www.pandora,1
15559,SquadCast.fm,Sidney,fcsi,3
15560,Skilltapp Inc.,PETER,etrackerllc,1
15561,KBC Staffing,Leslie,better,4
15562,Manhattan,Era,givemomentum,2
15563,Viable Fit,Wilson,IT Challange,2
15564,Google,Alma,even,4
15565,CISCO,Era,specosystems,2
15566,Marqeta,Wilson, IT HUB,0
15567,MetriTech,Louis,moonshotbrands,3
15568,Turnitin,King,cloudstead,3
15569,SUB4ME INC,Alma,palocolorado,1
15570,SquadCast.fm,RON,binti,4
15571,PolySign,Gennie,enwoven,9
15572,UHG,Era,swingtalent,4
15573,Gateway Incubator,Nellie,skilltapp,1
15574,Kato,Ralph,taote.shop,1
15575,Trace Data,Dennis,powerhouse.fund,6
15576,EFoundry Consulting,Mamie,www.boxbot,3
15577,Shell,Edna,fcsi,4
15578,Renew Financial,PAUL,metritech,8
15579,Abstract,Ira,www.askmediagroup,9
15580,Babylist,Harvey,liferaft,0
15581,KBC Staffing,Vinnie,IT Company,2
15582,tEQuitable,Alfred,www.boxbot,5
15583,LAVA,Lenora,powerhouse.fund,2
15584,Oncue,Sarah,quosap,2
15585,GE,Clarence,www.npmjs,3
15586,TradeLanes,Lucinda,polysign,5
15587,Kapor Center for Social Impact,Dave,nana academy,1
15588,npm,Jeanette,logistixsolutions,3
15589,Divine Interventures,Thelma,productboard,6
15590,Hingeto,Emmett,www.boxbot,2
15591,FotoNotes,Myrtis,www.hoodincubator,3
15592,TradeLanes,Aline,FOUNDATION,4
15593,Relaso - CRM for Magento E-Commerce,Sarah,marqeta,9
15594,Palo Colorado Software.,Vinnie,lunaimaging,2
15595,Relaso - CRM for Magento E-Commerce,Hanary,specosystems,8
15596,Skyloom Global,Dave,theshoppad,0
15597,Glancepoint,Gennie,pineparkhealth,5
15598,Glancepoint,Rebecca,envisionmobile,9
15599,Distru,Corine,sbnsoftware,6
15600,Omicia,Lorraine,www.askmediagroup,6
15601,Mastek,Dovie,comfyapp,2
15602,Afriex,Abbie,rxredefined,3
15603,Abstract,Clarence,designaction,6
15604,Cadency,Dovie,better,7
15605,Joro,Myrtis,turnitin,3
15606,Neyborly,Rebecca,yunithome,6
15607,Everlaw,Vinnie,comfyapp,4
15608,Afriex,Julius,breezy,5
15609,Even,Edna,deferpanic,4
15610,Flexi Network,Lenora,hayden,1
15611,Turnitin,Richard,servant,3
15612,Legal Passage,King,air-quest,3
15613,Roofstock,Liza,yozio,4
15614,EFoundry Consulting,Barbara,unionforce,9
15615,Marqeta,Marion,21tech,2
15616,Schoolzilla,Green,snapstrat,9
15617,Unchained Logistics,Edward,candlecrm,6
15618,AerialSpaces,Anne,www.hoodincubator,7
15619,Better Mortgage,Laura,mayvenn,1
15620,Financial Computer Support Inc.,Richard,appsmyth,5
15621,PolySign,Ellen,appsmyth,5
15622,PANDORA MEDIA INC.,Rubie,radicaldesigns,5
15623,yozio,Thelma,lucidconnects,7
15624,NOKIA,Harvey,taote.shop,1
15625,Customer Lobby,Rachel,kalabox.kalamuna,8
15626,Skyloom Global,Leslie,Technology,1
15627,BKI Software Solutions,Jimmy,comcate,5
15628,Neyborly,Jean,buildsite,3
15629,Mailchimp,RON,even,5
15630,Micromax,Aline,servant,7
15631,TradeLanes,Jimmy,Information Technology,1
15632,Design Action Collective,Hanary,propellerlabs,8
15633,Flo AI,Rubie,guideapp,6
15634,Propeller Labs,Sidney,litterati,6
15635,Mainz Brady Group,Simon,viable.fit,0
15636,Kalabox,Dennis,poweredbypennies,8
15637,Comfy,Barbara,exavault,1
15638,Legal Passage,Lassie,IT Company,5
15639,Etracker,Tressie,zonetap,0
15640,Oyster,Emmitt,mmwd,0
15641,Manifold,Elsie,www.lendup,5
15642,LendUp,Sarah,rxredefined,3
15643,AerialSpaces,Elsie,lucidconnects,3
15644,LendUp,Elsie,afriexapp,9
15645,q{Dev} LLC,Emmitt,broadly,1
15646,PolySign,Jim Andrson,www.neyborly,0
15647,Comfy,Ellen,flypyka,6
15648,cizna,Rubie,zorroa,6
15649,Outlier,Anne,lvlanalytics,5
15650,Everlaw,Abbie,wedrop,9
15651,DeepMedia AI,Dennis,taote.shop,8
15652,Moonshot Brands,Lillian,sependa,7
15653,JCP,Isaac,joro,2
15654,The Hood Incubator,RON,broadly,3
15655,Neyborly,Richard,sependa,3
15656,BuildSite,Rosie,lucidconnects,3
15657,Cintric,Laura,next,2
15658,Broadly,Annie,poweredbypennies,6
15659,Breezy,Lucinda,afriexapp,5
15660,Grasshopper Kiosks,Aline,pogofin,8
15661,Binti,Joe,yarden.garden,9
15662,LINQ Software,David,squadcast.fm,2
15663,Skillprint,Gordon,crescendoapp,5
15664,SPARKART GROUP INC,Emmitt,axiomcloud,6
15665,Dotshop,Jean,riffyn,8
15666,Pyka,Rachel,tooledesign,7
15667,Better Mortgage,Simon,fotonotes,4
15668,Liferaft,Ernest,illuminate,0
15669,AerialSpaces,Lucinda,saferize,0
15670,Idea Builder,Adolphus,better,4
15671,Next Tech,Clyde,schoolzilla,8
15672,GE,Jeanette,taote.shop,5
15673,LendUp,Gerald,nana academy,2
15674,HCL,Josie,postly,3
15675,ENVision mobile,Edna,powerhouse.fund,6
15676,Mailchimp,Jeanette,kato,2
15677,Toole Design Group,Davin,air-quest,3
15678,Dotshop,Nellie,linqsoftware,4
15679,Google,Sarah,skilltapp,1
15680,Gravitational,King,stealthy,0
15681,Gazprom,Emmitt,outlier,7
15682,LocusLabs Inc,Dennis,vertosa,8
15683,XQ Message,Gennie,frontleaf,3
15684,Storyteller,Laura,vertosa,8
15685,Babylist,Roshan,ideabuilder,8
15686,Axiom Cloud,Mabel,mmwd,5
15687,Mayvenn,Ellen,taote.shop,4
15688,Breezy,Emmitt,www.askmediagroup,3
15689,PolySign,Hanary,locuslabs,6
15690,Vi Bryant,Glennie,shiru,1
15691,Momentum,Elsie,skilltapp,3
15692,The Clorox Company,King,cloudstead,8
15693,Tech Liminal,William,tooledesign,9
15694,Trace Data,Vishwa,vsco,8
15695,Zonetap,Ernest,rockbot,9
15696,Distru,Ossie,joro,7
15697,Unagi Scooters,Jean,mct,7
15698,Mosaic,Jeanette,polysign,6
15699,Samsung,Sachin,cadency,9
15700,Flexi Network,Luke,unionforce,0
15701,lvl Analytics,Hanary,givemomentum,7
15702,Pyka,Myrtie,divineinterventures,5
15703,Daily Kos,Margie,meruscase,3
15704,Mastek,Roshan,yunithome,4
15705,Grasshopper Kiosks,Jimmy,crescendoapp,9
15706,Schoolzilla,Ira,givemomentum,0
15707,GE,Sarah,enwoven,5
15708,Unionforce,Hettie,proxifile,7
15709,Shared Process Ecosystems,Wilson,deepmedia,6
15710,Toole Design Group,Emmitt,divineinterventures,4
15711,WeDrop Software,Iona,litterati,3
15712,Comcate,Lillian,parsleysoftware,0
15713,TargetX,Dinesh David,vibryant,5
15714,TCS,Ralph,zonetap,0
15715,Illuminate Ventures,Isaac,candlecrm,7
15716,NVIDIA,Jeanette,moonshotbrands,8
15717,Mainz Brady Group,Pinkie,oystersoft,7
15718,Palo Colorado Software.,William,World IT,0
15719,Kato,Lassie,allganize,8
15720,Lucid,James,shiru,4
15721,Babylist,Trudie,vsco,9
15722,Binti,Iona,simpledynamics,3
15723,Samsung,Pearlie,www.lendup,1
15724,Rockbot,Myrtie,meruscase,6
15725,ShopPad,Emmitt,liferaft,8
15726,Skillprint,Rubie,axiomcloud,0
15727,Shared Process Ecosystems,William,mynd,8
15728,99designs,Rubie,designaction,3
15729,Cadency,Ray,koyamedical,9
15730,Phillips 66,Joe,chargehound,8
15731,Unagi Scooters,Roshan,www.npmjs,8
15732,Micromax,Hanary,abstractcre,5
15733,Kalabox,Corine,Technology,3
15734,Mynd,Liza,afriexapp,7
15735,Mainz Brady Group,Clyde,bki,0
15736,Customer Lobby,Barbara,next,8
15737,Babylist,Exie,dialed.space/works,9
15738,Illuminate Ventures,Tommy,bigrunstudios,5
15739,Cadency,Era,customerlobby,4
15740,SPARKART GROUP INC,Ralph,comfyapp,8
15741,Cintric,Liza,vertosa,1
15742,Huue,Edward,IT Company,0
15743,Renew Financial,Jim Andrson,sub4.me,9
15744,Manhattan,Louis,Information Technology,4
15745,L&T,Joe,envisionmobile,3
15746,Oyster,Vinnie,meruscase,9
15747,NanoVMs Inc,Exie,hayden,9
15748,SquadCast.fm,Ossie,wedrop,0
15749,Frontleaf,Dessie,joinmosaic,2
15750,Fivetran,Laura,swingtalent,1
15751,Divine Interventures,Abbie,fcsi,9
15752,Merus,Lenora,comfyapp,9
15753,Nana,Luke,www.lendup,2
15754,q{Dev} LLC,Lorraine,fieldphone,2
15755,CrescendoApp.com,Davin,kickstartcoding,0
15756,SUB4ME INC,Myrtis,comfyapp,7
15757,CISCO,Roshan,coreloop,2
15758,Vi Bryant,KELLY,stealthy,3
15759,Gravitational,Anne,vidado,7
15760,Dotshop,Myrtie, IT HUB,5
15761,q{Dev} LLC,King,swingtalent,1
15762,Neyborly,Nelson,mbg,5
15763,Customer Lobby,William,ceresimaging,9
15764,iO Genesys Inc.,Clyde,FOUNDATION,2
15765,The Hood Incubator,Pinkie,proxifile,9
15766,Unionforce,Clyde,radicaldesigns,0
15767,HCL,Pearlie,getthru,2
15768,Kalabox,Sidney,iogenesys,7
15769,Vi Bryant,Maud,tequitable,4
15770,Mynd,Green,nearbyhq,1
15771,tEQuitable,Bettie,flexiwork,7
15772,CandleCRM,Estella,sub4.me,8
15773,Mainz Brady Group,Barbara,tinctoriumbio,6
15774,Simple Dynamics,Wilson,grasshopperkiosks,1
15775,KBC Staffing,Evelyn,mailchimp,7
15776,XQ Message,Jimmy,rxredefined,6
15777,Illuminate Ventures,Warhol,www.neyborly,3
15778,Unagi Scooters,King,roofstock,2
15779,Spinwheel,Ossie,comcate,4
15780,Etracker,Alfred,turnitin,9
15781,Cloudstead,Anne,thecloroxcompany,9
15782,Axiom Cloud,Abbie,FOUNDATION,9
15783,Yunit,Hanary,swingtalent,6
15784,Mosaic,Lorraine,vivun,1
15785,swiss,Margie,vibryant,2
15786,UHG,Lenora,capology,1
15787,Customer Lobby,Moses,buildsite,0
15788,Even,William,litterati,2
15789,Ask Media Group,Myrtie,fcsi,4
15790,Roofstock,RON,chargehound,6
15791,Oyster,Leslie,skilltapp,9
15792,Chargehound,Ossie,joro,7
15793,Dotshop,Jeanette,revitalizeventures,5
15794,Litterati,Dinesh David,vivun,1
15795,MCT CO,Linnie,chargehound,1
15796,Comfy,Elsie,turnitin,8
15797,Kato,Alfred,unagiscooters,8
15798,cizna,Jeanette,quosap,6
15799,Proxifile,Ralph,lunaimaging,3
15800,NanoVMs Inc,Vinnie,oncue,6
15801,99designs,Liza,palocolorado,7
15802,FotoNotes,Liza,tradelanes,3
15803,Micromax,Gerald,rxredefined,9
15804,Simple Dynamics,Maud,envisionmobile,2
15805,Samsung,PAUL,trychemistry,5
15806,Saferize,Myrtis,dailykos,9
15807,Walmart,Alfred,aerialspac.es,0
15808,Radical Designs,Robert,crescendoapp,7
15809,Turnitin,PAUL,nana academy,6
15810,Boxbot,Vishwa,breezy,3
15811,Propeller Labs,Sidney,quosap,3
15812,Stealthy IM,Emmitt,turnitin,2
15813,LaunchDarkly,Jimmy,simpledynamics,3
